ID;Occurrences;Noun;Cxn;Process;Verb;Event_Type;Modification;Sem_NonSubjExperiencer;Sem_SubjStimulus;Verb_Form;Time;Corpus;Text_genre
RCast_29;, invece dico (.) Ã¨ interessante perchÃ© <raccontate> in queste storie ad esempio la storia di debora ne Ã¨ un esempio molto chiaro <le VICENDE> <UMANE> (.) <FINANZIARIE> e: economiche o professionali di persone che in qualche modo si sono <aperte> (.) una <strada> non so se condividi questo mio giudizio cioÃ¨ come avete fatto qual Ã¨ stato il vostro punto (.) di <forza> qual Ã¨ la vostra perseveranza su che cosa (.) siete riusciti a fare leva insomma un sono storie anche: in qualche modo che INCORAGGIANO in un momento come questo direi che ce n'Ã¨ bisogno. salvatore sei d'accordo o no con (.) questa mia lettura? della storia di debora (.) e di tante altre strorie che racconate quella di luca ricolfi di marco boglione <ELISA PAZÃ‰> che Ã¨ un pm alla procura di torino e si occupa di reati economici insomma tantissime storie che voi raccontate DODICI in tutto. debora non so se: [ha-] vuoi eclissarti ancora ma dai abbiamo: giusto un paio di minuti sÃ¹ e:;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Zero;Inanimate;Finite;2011_2021;Spoken;Broadcast
RCast_3;delle feste con addobbi e chissÃ  che cos'altro. giochi di bimbi nel giardino condominiale=e anche su questo, fo[rse la pazienza,] [eh lo so,] [Ã¨ vero,] [eh vabbÃ¨ ma=Ã¨ piccino maria] [ma=eh ma come dice:] [eh sÃ¬.] anche perchÃ© come dice ciao iacopo non lo dice nessuno? quindi lo salutiamo questa mattina, perÃ²=insomma: quanto pare tutte le segnalazioni per queste (.) abitudini, che (. ) infastidiscono molti: CONDOMINI che (.) invece eh guardano=alla norma con grande severitÃ ? ecco che son state pronte a partire: molte segnalazioni? a polizia e carabinieri. e quindi? sono arrivate anche al tavolo del prefetto. i prefetti, quando hanno cominciato=a vedere questa mo::le di segnalazioni, crescere in maniera preoccupante? hanno preso carta=e penna, e hanno cominciato a scrivere alle principali associazioni di categoria degli amministratori, lombardi (.) e:::h=m e:h quindi alla naci;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Inanimate;Finite;2011_2021;Spoken;Broadcast
RCast_30;ancora difficile appena essersi appena essere accusati di negozianismo >chiedere un bilanciamento tra libertÃ  e sicurezza tra diritto al lavoro e tutela di salute tra (legittima) e pretesa di giovane a vivere la loro gioventÃ¹ e degli anziani fragili essere protette< ora Ã¨ arrivato dice meloni Ã¨ il momento di iniziare a conciliare questi aspetti per questo fratelli d'italia ha presentato emozione che verrÃ  votata giovedÃ¬ tredici maggio< [allora barbara perÃ² perÃ² sÃ¬ no Ã¨ chiaro] [e lega] [quanti emozioni sarebbero meglio le emozioni comunque] invece sentiamo se ti emoziona la campagna per amministrative [per le elezioni comunali] li vedo tutti un po' sconclusionati diciamo cosÃ¬ per usare un aggettivo abbastanza tenente per quanto riguarda <il centrosinistra> c'Ã¨ un nuovo >(strato) allora pd movimento cinque stelle da un po' che dice< andiamo insieme vediamo di trovare dei candidati univoci >Â°(a dire)Â° una convergenza< >soprattutto nelle cittÃ  piÃ¹ importanti< dove si andrÃ  a votare quindi capitale roma milano e torino sentiamo questo proposito >questo strato< perchÃ¨ sappiamo per esempio zingaretti ha;emozione;SV;SV_zero-derived;emozionare;causative;Non_Modified;Egophoric;Inanimate;Finite;2011_2021;Spoken;Broadcast
RCast_31;piu- una sensazione di un governo che negli ultimi mesi, e:h fosse impallato, come si dice ingrippato, come si dice con un linguaggio un po' diciamo e:h motociclistico, che non riuscisse piÃ¹ a produrre effetti, quindi=e capisco anche un paese che avendo avuto un lockdown durissimo a marzo e aprile, e::h e: eh eh avendo avuto anche m:h un insieme di lockdown da ottobre in poi eh vogli- vuole ripartire vuole uscire >da questa situazione<, delle volte mi fa paura vedere quanto: entusi- quanta <attesa> si Ã¨ scatenata su mario draghi, mh oggi l- lo spread >di nuovo xxx Ã¨ sceso a< ulteriormente, lei ritiene che: la variabile fiducia possa e quindi, mh: una variabile psicologica non economica >in senso stretto< possa giocare un ruolo molto positivo in e:h eh sulla ripresa italiana? e quindi su anche sulla mole di investimenti che non sono partiti? ma [lei eh >mi dica mi dica<] e la sua idea Ã¨ che questo potrÃ ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Broadcast
RCast_32;h nei mesi precedenti alla brexit si parlava del della city quindi di un mercato finanziario (.) che sarebbe stato particolarmente colpito invece da dai dati che che sembrano: che sembrano esserci adesso sembra che il sessantaquattro percento dei: (.) eh dei posti di lavoro siano andati persi e:h un'altra cosa che aggiungerei (.) Ã¨ che l- la soglia e:h dei ventottomila pound all'anno che sono: e:h il il minimo per avere un visto lavorativo non non non devono essere: non devono intimorire ecco (.) sono (.) diciamo il salario di ingresso: base e:h in azienda per un giovane neolaureato quindi non: e:h non sono una: non sono una soglia insormontabile ecco ce ne sono tantissimi come prima cosa perÃ² direi di: mettersi a cercare: con la tempistica giusta quindi non iniziare a cercare (.) prima di un mese dal tuo arrivo in cittÃ  perchÃ¨ semplicemente non serve (.) il mercato immobiliare Ã¨ molto veloce c'Ã¨ un grand- un velocissimo ricambio quindi:;timore;SV;SV_parasynthetic;intimorire;causative;Non_Modified;Zero;Inanimate;NonFinite_Infinitive;2011_2021;Spoken;Broadcast
RCast_34;evitare le malattie croniche lo possiamo fare col nostro stile di vita. comunque adesso: per dare anche qualche consiglio spicciolo xx xx (preoccupatevi) della vostra vitamina d (.) [la vita]mina d (.) ci protegge (.) dai virus dai microbi (.) ma anche (.) ci protegge dalla nostra <troppo forte reazione infiammatoria> sapete che che le persone che muoiono di covid muoiono per una reazione infiammatoria <spaventosa> , si chiama la tempesta [citochi-] (giÃ ) il nome ci mette paura eh, eh perÃ² la vitamina d ci protegge da questo eh, una cosa xxx io io per esempio: eh- eh per non sapere nÃ© leggere nÃ© scrivere: mi sto prendendo delle pillole di olio di fegato di merluzzo. sapete le capsuline: [xx] ma ne prendo una al gio:rno (perchÃ©) lÃ¬- lÃ¬- lÃ¬ ci sono (la) vitamina d (.) che quest'effetto (.) sapete che si dava l'olio di fegato di merluzzo per prevenire il raschitismo: [nei;paura;LVC;LVC_mettere;mettere paura;causative;Non_Modified;Animate;Inanimate;Finite;2011_2021;Spoken;Broadcast
RCast_35;eh: erroneamente chiamato un aglio <fermentato> in realtÃ  (.) Ã¨ un aglio possiamo dire cotto a lungo quindi con temperature tra i sessanta e i novanta gradi quindi che (.) non permettono la fermentazione, ma cosa succede in questa lu:ghissima cottura? nella tradizione ehm Ã¨ un aglio della tradizione orientale viene xxx xxx per xx (.) eh: cosa succede in questa lu:nghissima cottura? che le <allicine> che sono le sostanze piÃ¹ (.) puzzose dell'aglio e quindi [quelle che] piÃ¹ facilmente danno fastidio all'alito che a volte ritornano su da un punto di vista anche proprio digestivo in questo tipo di processo eh l'allicina viene trasformata (.) in composti solforati e quando parlo di verdure puzzose quindi (.) famiglia dell'aglio cipolla e cavoli l'odore Ã¨ sempre legato ai composti solforati che perÃ² dicevamo (.) sono composti ad altissimo e potentissimo effetto sulla nostra salute. quindi (.) questi composti fol- solforati (.) dive:ntano una cosa diversa dalla: dall'alicina, questa cosa diversa che quindi;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Inanimate;Inanimate;Finite;2011_2021;Spoken;Broadcast
RCast_36;? ci siete:? insieme a noi il professor franco berrino pronto a darci tutte le indicazioni per dare <una scossa:>? professor berrino:? per rendere il nostro sistema immunitario come dico io gagliardo, per dargli tutte (.) le: situazioni e le condizioni ottimali per farlo funzionare bene, per fargli fare il suo lavoro e quindi per proteggerci dalle malattie infettive, e quindi anche dal sarscovdue (.) professore. </s><s> [mh:] [mh:] [citochinica] (.) giÃ  il nome ci mette paura [sÃ¬:] (.) ma quante ne prende? quante ne prende? ok [sÃ¬] [poss]iamo darlo, (.) p- p- professor berrino (.) possiamo darlo anche ai ragazzini? </s><s> [certo] (.) mi piace [dai ragazzini:] ai vecchierelli (.) ecco (.) tutti con l'olio [ecco] certo mh: e: e poi eh: mangiare bene. eh (.) possiamo, magari se non lo abbiamo fatto sino ad ora;paura;LVC;LVC_mettere;mettere paura;causative;Non_Modified;Animate;Inanimate;Finite;2011_2021;Spoken;Broadcast
RCast_38;anna (.) rispedita: nella casa della sua famiglia giorni dopo in tribunale (.) helen argomentÃ² la sua decisione di fingersi un uomo in questo modo una ragazza che lavora non ha alcuna possibilitÃ  per questo ho pensato che avrei potuto vestirmi come un uomo e lavorare in un ranch dove avrei potuto guadagnare abbastanza per iniziare (.) a fare (.) una buona scuola tutto stava andando bene (.) con anna c'eravamo trasferite nella nostra fattoria (.) andavamo d'accordo non stavamo facendo nulla di male o infastidendo nessuno ed entrambe (.) risparmiavamo per poi poter investire nello studio non riesco a capire cosa abbia fatto (.) per meritare l'arresto il giudice (.) decise di rinviare il processo helen tornÃ² a casa dalla madre adottiva a denver e un giornale riferÃ¬ che da lÃ¬ (.) si trasferÃ¬ successivamente a chicago anna invece (.) rimase a casa (.) con la sua famiglia non sarebbe irragionevole considerare questa storia come un pezzo di storia transgender potrebbe anche essere una strana storia d'amore la storia di un;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Egophoric;NonFinite_Other;2011_2021;Spoken;Broadcast
RCast_4;e quindi non riesce piÃ¹ a lavorare perchÃ¨ lui fa e:h lavora: nelle ong in africa e quindi cerca di curarsi e:h in realtÃ  poi insomma si capisce che ha dei problemi quasi piÃ¹ grossi degli attacchi di panico ma e::h lui: che Ã¨ un tipo piuttosto spiccio insomma cerca di andare in analisi per risolvere quel problema e e e quello che m:h gli succede Ã¨ che: un'amica gli regala le lettere di rosa luxemburg ecco lui Ã¨ quasi e:hm da un lato ammirato ma anche infastidito dalla personalitÃ  di rosa luxemburg cioÃ¨ mi piaceva che e:h u::n::=una figura cosÃ¬ non so neanche come definirla cosÃ¬ e:h gloriosa cosÃ¬ affascinante cosÃ¬ intelligente come quella di rosa luxemburg venisse vista anche nei suoi lati privati piÃ¹ ingombranti perchÃ¨ nicola quello che legge di e:h di rosa luxemburg o quello che recepisce Ã¨ quanto lei in amore era prepotente quanto in amore era anche vincente nicola aveva una fidanzata che si chiamava rosa che lo ha lasciato e che secondo lui aveva lo stesso caratteraccio di rosa luxemburg;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Inanimate;Finite;2011_2021;Spoken;Broadcast
RCast_41;. </s><s> [m:h] e di cui bisogna parla:re. bisogna fare re:te non bisogna nasco:ndersi. bisogna chiedere aiu:to. professor mencacci. e:::h ho sentito:: una sua intervista in cui:: lei::: affermava che: il: >quarantadue percento degli italiani sarebbe a rischio di ammalarsi di ansia (.) post trauma:tica< per lu:tti perdite per il danno econo:mico per l'incertezza >per la mancanza di progettualitÃ .< >sono numeri,< mh impressiona :nti, e::h non riguardano naturalmente solo: il nostro paese, >perchÃ© il problema< Ã¨ a livello mondia::le professor mencacci, Â°io immagino lei non:Â° non possa darmi in un minuto la ricetta per superarlo MA ci dia=un consiglio. in=un consi::glio:, e:::m:h da (.) >cosÃ¬< (.) da spendere nella nostra <quotidianitÃ > . [ecc-] qui:ndi: e:::h <manteniamo> i:l (.);impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Zero;Unknown;NonFinite_Other;2011_2021;Spoken;Broadcast
RCast_42;] v da questo forse dobbiamo imparare dovremmo ric- faremmo bene tutti a ricordarlo che la normalitÃ  Ã¨ un privilegio l'altra cosa Ã¨ che forse: eravamo felici e non ce ne rendevamo conto:. e spero che almeno questo sia (.) un insegnamento che ci puÃ² dare questa: (.) terribile esperienza infatti Ã¨ un diario di bordo. Ã¨ un diario di quello che mi Ã¨ successo da un punto di vista umano e professionale. questo:, questo brano che avete fatto legge- devo dire mi ha mi ha emoziona :to perchÃ© (.) sembra passata una vita e invece Ã¨ solo qualche mese fa per me il tutto Ã¨ iniziato un: un giorno prima. il tutto, per me inizia il venti zero due duemilaventi alle venti. un un mio collega sÃ¬ [mi] chiama e mi dice: (.) mi dice guarda che c'Ã¨ una positivitÃ : a un corona virus: a <codogno> em a sars-cov due. >e devo dire che< (.) eh questo: noi pensavamo(.) che questo;emozione;SV;SV_zero-derived;emozionare;causative;Non_Modified;Egophoric;Inanimate;Finite;2011_2021;Spoken;Broadcast
RCast_43;un eccesso di informazioni sia attraverso la televisione che l'internet molto spesso informazioni erogate con delle modalitÃ  tant'Ã¨ che i bambini (.) e:h in questo:: loro raccontare la pandemia hanno spesso raccontato vissuti di guerra quindi (.) attraverso questo:: questo gioco eh li aiutiamo a coinvongendoli in prima persona il gioco consente di scegliere il personaggio quindi di immedesimarsi e:: si li aiutiamo ad avere una comunicazione comprensibile rispetto al problema pandemia quindi a: dominare l'informazione in qualche modo farla propria e attraverso il gioco anche ad incoraggiarli ad apprendere regole di comportamento coerenti per la protezione della propria salute e della salute dei propri ca:ri comportamenti (.) diciamo: piÃ¹ idonei e anche a (.) dominare la paura: attraverso la consapevolezza il gioc- nel gioco si vince sempre (.) [xx si vince se:mpre si vince sempre] Ã¨ un gioco [in cui si vince (.) si arr]iva in fondo ci sono vari livelli il bambino (.) sceglie appunto il personaggio ci sono sedici inizi diversi quindi il;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Egophoric;NonFinite_Infinitive;2011_2021;Spoken;Broadcast
RCast_44;lo fanno [esatto] [prego] grazie a lei [buona giornata] obiettivo salute di nicoletta carbone ((sigla)) ((sigla)) buongiorno buongiorno a tutti voi >e< assolutamente diciamo che la pressione bassa come molte cose che in realtÃ  fanno bene e spesso non sono cosÃ¬ tanto piacevoli per noi diciamo cosÃ¬=anche a tavola abbiamo parlato tante volte di quello che diciamo magari e fa bene non Ã¨ sempre gustosissimo anche se abbiamo sempre cercato di renderlo tale la pressione perÃ² diciamo questo quando comincia (.) a sentirsi a dare fastidio Ã¨ perchÃ¨ c'Ã¨ qualcosa che non va anche quando Ã¨ troppo bassa >quindi< se Ã¨ vero che la salute passa anche attraverso avere la pressione (.) piÃ¹ bassa possibile Ã¨ vero che quando comincia=a dare noia e avvertiamo appunto l'eccessiva bassezza della pressione forse c'Ã¨ qualcosa che non va e che deve=essere corretto la pressione normale ricordiamo Ã¨ tendenzialmente (.) la pressione piÃ¹ bassa ceh si riesce a tollerare mediamente centoventi ottanta ma=anche piÃ¹ bassa e si definisce invece ipotensione una pressione minore;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Zero;Inanimate;NonFinite_Infinitive;2011_2021;Spoken;Broadcast
RCast_5;? </s><s> [lei subisce] proprio anche dei pregiudi[zi, insomma le solite battute <pensati> dei colle-] [e infatti c'Ã¨ proprio un pezzetti]no che avevo sottolineato dove tu le fai dire: chi fa il gradasso con il nero che vende le finte prada a venti euro, che prende a calci in culo il ragazzino zingaro credi che farÃ  il duro, <uguale> davanti all'avvocato del boss incravattato nella sua porsche uno che spende in un'ora, quello che noi prendiamo in un <mese> [insomma, lei Ã¨ infastidita da queste::::::] [Ã¨ na::: Ã¨ <Ã¨ troppo poliziotto>] ((ride)) [quindi, insomma (.) si mettono in societÃ ] [si mettono in socie] , appunto, con:: <con oscar fal[cone>] [l'altro per]sonaggio, <attraverso il quale>, >in questo romanzo< (.) <percepiamo> come dire anche una (.) <sottile> ? (.) <velata> ? (.) critica alla societÃ  ((ride)) che ci circonda e il famoso;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Inanimate;Finite;2011_2021;Spoken;Broadcast
RCast_6;ride)) che ci circonda e il famoso <monterossi> perchÃ¨ chiaramente, lui Ã¨ autore:: televisivo di quella che lui definisce, (.) <la grande fabbrica della merda> lui ha lasciato il <programma::::> poi Ã¨ ritornato:, poi l'ha rilasciato di nuovo <inizialmente perchÃ¨, (.) il programma molto pop> che lui si era inventato (.) lacrime:: su::: (.) sulle storie d'amore >eccetera< ha iniziato a occuparsi troppo (.) di:: cronaca nera e questo, <l' ha infastidito > ((ride)) [] [figuriamoci] [Ã¨ una brava persona (.) assolut-] m:h si in[fastidisce insomma] [ha preferito allontanarsi] ((ride)) [e allora] e <e il segno> de- <dei tempi> che stanno cambiando: arriva anche appunto (.) <dai grandi capi della grande fabbrica della merda> appunto di questa:: di questo canale televisivo perchÃ¨ lo chiamano e gli dicono sostanzialmente (.) fino a adesso abbiamo (.) come dire;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Clausal;Finite;2011_2021;Spoken;Broadcast
RCast_7;cioÃ¨ la la lel- <la polizia> insomma, Ã¨ molto:: <maschilista::::> Ã¨ molto::::: (.) xx x Ã¨ molto::: xx [x de::::] [sÃ¬ sÃ¬ dei <pregiudizi> , ci sono degli <abusi> , lei cont]esta un po' il fatto insomma si sia molto morbidi con i grossi e molto duri con i:::: (.) <piccoli> (.) con i [piccoli delinquenti:] [ eh (.) sÃ¬ (.) cioÃ¨::: (.) sÃ¬ era mo- Ã¨ mo] lto infastidita e in piÃ¹ (.) devo dire che: per una (.) questione diciamo di (.) insomma di <trama> c'era falcone:::: >che giÃ  dal libro prima cercava un socio e aveva addirittura< chiesto a ghezzi >ma ghezzi Ã¨ [uno na- na- che< (.) nato con la (.) tro]ppo po- <troppo sbirro:> <e allora insomma>, la cirielli invece ha detto sÃ¬ ed Ã¨: passata dall'altra parte della barricata che Ã¨ la;fastidio;SV;SV_parasynthetic;infastidire;causative;Modified;Animate;Unknown;NonFinite_Other;2011_2021;Spoken;Broadcast
RCast_8;sua ca:sa (.) a vancouver leggiamo(.)schermate per <gio:rni> APPARENTEMENTE lo siamo=ma per lo stato (.) <la carta non canta> miriam perÃ² Ã¨ ottimi:sta (.) non possono >non crederci< >afferma con foga< siamo una coppia a tutti gli=effetti vedo nel fondo dei suoi occhi scu:ri (.) la <passio:ne> con cui lo dice ma nella vo:ce un piccolo tremolio c'Ã¨. io mi focalizzo (.) solo su quello per incoraggia :rla per tranquillizza:rla >certo amore< non possono contraddirci (.) ci lasceranno tornare insieme >affermo risoluto<. ma a <le:tto> (.) nel buio silenzioso della cabina >lo so che=non=accadrÃ < >ci=dividera:nno< espongo il fianco alle spera:nze (.) e incasso colpi bassi anche per le:i. la foca leopardo Ã¨=la <me:no timi:da>tra tutte le creature<anta:rtiche> non Ã¨ facile da vedersi perÃ². famo:;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Egophoric;NonFinite_Infinitive;2011_2021;Spoken;Broadcast
RCast_9;) qualcuno si ammala, qualcuno no, qualcuno si ammala in una maniera diciamo piÃ¹ leggera? </s><s> [qualcun'altro si ammala in maniera (.) piÃ¹ pesante?] =e:h perchÃ© non Ã¨ una regola uguale per tutti ognuno di noi (.) eh eh ha dei difensori e degli attacanti (.) e bisogna un po' vedere come va (.) questa associazione. i geni orologio (.) per esempio sono un bersaglio che piace moltissimo al virus perchÃ© SA che con i geni orologio gli potrebbero dare molto fastidio e quindi cerca di andarli se possibile a disturbare. </s><s> [sÃ¬ Ã¨ uno studio pi]ccolo. vorrei dire prima (.) u- che co- giustamente come ha detto lei sapendo questo (.) l'utilitÃ  potrebbe essere e giÃ  erano usciti dei lavori per quello che riguarda (.) >studio< dell'influenza o dell'epatite e anche gli autori di questo studio li citano il nostro sistema immunitario risponde meglio al mattino per cui per esempio la vaccinazione (.) u[na vacci]nazione Ã¨ piÃ¹ efficace;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Animate;Inanimate;NonFinite_Infinitive;2011_2021;Spoken;Broadcast
CORIS_134;                        , comprensibile . Era Spinelli : il mio cognome . Di me discutevano . Ma non potevo certo rallegrarmene . Cominciai anzi < a impaurirmi > . La concitazione del loro parlare segnalava una minaccia . Sedetti nella poltrona bianca di_fronte_alla porta , e                    ;paura;SV;SV_parasynthetic + si;impaurirsi;inchoative;Non_Modified;-;-;NonFinite_Infinitive;1980_2000;Written;Fiction_prose
CORIS_166;"                 dritto negli occhi . - Sind Sie rasend - ha gridato il barone , agitando il suo bastone e - a quanto mi Ã¨ parso - cominciando a < impaurirsi > un pochino . Forse lo sconcertava il mio abito ; infatti ero vestito molto distintamente e quasi con eleganza , come una              ";paura;SV;SV_parasynthetic + si;impaurirsi;inchoative;Modified;-;-;NonFinite_Infinitive;1980_2000;Written;Fiction_prose
CORIS_272;                               gli venivano male , fu preso dal sospetto che in Cielo avrebbero potuto accusarlo di essere un bestemmiatore , si < mise paura > e lasciÃ² perdere . PreferÃ¬ munirsi di un fischietto e chiamare i tassÃ¬ nei_pressi_degli alberghi e dei palazzi                        ;paura;LVC;LVC_mettersi;mettersi paura;inchoative;Non_Modified;-;-;Finite;1980_2000;Written;Press
LIP_NB65;?> ti vedo in uno stato_ migliore dicette B: ZZZ ZZZ ZZZ? </s><s> A: e chi s''''o ricorda amore B: uhe'' A: uhe'' B: uhe'' A: uhe'' B: mo'' mi fai tocca'' i nervi ahah A: [ride] ne'' bellezza B: o XYZ io ''u caffe'' m''''u vache a piglia'' pur''io la dinta ahah A: vai puru tu? </s><s> B: ah non ti mette pa <ura> chiu'' non ti credere che mi metto paura A: ah infatti capisco B: io facc'' due cose bone ti faccio vede'' a XYZ A: senti mh B: e mi faccio <?> a chille A: bellezza B: uhe'' A: come_ quando hai pensato di andare al mercato? </s><s> B: non lo so forse A: mercoledi''? </s><s> B: la fine del mese [ride] la fine del mese A: perche''? </s><s> B: non lo so A: come? </s><s> B: non lo so perche''? </s><s> A:;paura;LVC;LVC_mettersi;mettersi paura;inchoative;Non_Modified;-;-;Finite;1980_2000;Spoken;Dialogic_speech
LIP_NB65;e ti da'' qualche bacio B: no_ quando mai A: ahah un uomo non esiste proprio poi ''stu guagliune [incomprensibile] pe'' chi non guarda ''sti cosi su chiu'' importanti hai capito? </s><s> B: amore quello e'' gia'' e'' pesante per lui mo'' ti ci metti pure tu? </s><s> A: gia''? </s><s> B: e'' pesante per lui A: chi? </s><s> B: XYZ A: come e'' pesante per lui? </s><s> B: e'' pesante ma XYZ non si mette paura per gli altri ma come t'' aggie ''a fa'' capi''? </s><s> A: ah lo so B: infatti mo'' ieri e'' venuto ce l''ho detto che e'' venuto XYZ non se ne fregava proprio A: non se n''e'' fregata proprio? </s><s> B: niente A: e si veneva isse se ne se ne fregava? </s><s> B: e'' logico [ridono] e'' logico A: come e'' logico? </s><s> B: ahah ma tu vuoi mettere tu con quello? </s><s> A: pecche;paura;LVC;LVC_mettersi;mettersi paura;inchoative;Non_Modified;-;-;Finite;1980_2000;Spoken;Dialogic_speech
LIP_NE5;comunque mi_ dispiace di te che fai intromettere nella nostra discussione questo_ giovanotto A: giovanotto che e'' il direttore artistico della radio quindi si puo'' intromettere B: chi e''_? </s><s> A: direttore artistico B: si''_ A: ah poi in questo momento visto che l''hai trattato cosi'' ha preso n'' ata volta i dischi di Zappula e l''ha glittati abbasce quindi non ci posso fare niente B: ohe nun t'' allarga'' pero'' Antony A: ah e diglielo dai microfoni ti metti paura di Assunta vai [ride] C: comunque Assunta B: dimmi C: Zapputa l''abbiamo tolto di mezzo # va bene? </s><s> B: che cosa? </s><s> C: l''abbiamo tolto di mezzo B: l''hai tolto di mezzo? </s><s> C: ah si'' B: senti_ Antony A: ehi vulisse sape'' na'' cosa ma quando mai sto_ immiezzo oche in gope <?> B: senti Antony tu sai che io o con Zappulla o senza Zappulla niente C: e vabbe'' quindi sei una fans;paura;LVC;LVC_mettersi;mettersi paura;inchoative;Non_Modified;-;-;Finite;1980_2000;Spoken;Broadcast
RCast_40;(.) e giÃ  la dissenteria non credevo proprio di: cadere cosÃ¬ presto e chi comincia cosÃ¬ pensa che da ieri alle tre del pomeriggio a questa mattina (.) ho visitato il gabinetto <quaranta volte> che ci vuoi fare (.) Ã¨ il clima (.) che ti taglia se sapessi adesso come si vive laggiÃ¹ (.) al pitone sono tre giorni che pioviggina e quando non c'Ã¨ il sole fa freddo e poi con tutto, questo dobbiamo dormire nel <fango> e sempre pronti all'opera non prendere paura eh non sono ferito (.) sono finito in ospedale ma Ã¨ solo una complicazione della mia dissenteria infatti tre giorni fa mi Ã¨ venuto un forte male al ventre che mi durÃ² <due giorni> ancora adesso (.) non sto troppo bene >tuttavia< qui mi sembra di rinascere un bel letto servizio a domicilio si mangia bene quel che conta non si fa nulla purtroppo qui non ci rimarrÃ² a lungo perchÃ© (.) la cura della dissenteria (.) me l'hanno di giÃ  fatta ma (.) starÃ²;paura;LVC;LVC_prendere;prendere paura;inchoative;Non_Modified;-;-;NonFinite_Infinitive;2011_2021;Spoken;Broadcast
CORIS_112;                memoria ? Certo , si era risposto , affermo ciÃ² , ma Guido non si offenderÃ  . Guido Ã¨ in paradiso . Da lassÃ¹ vede la veritÃ  e ne < gioisce > . E la veritÃ  Ã¨ che lui Ã¨ stato il mio Battista . Ãˆ l ' ordine delle cose . Dante Alighieri morirÃ  a Ravenna il 13 settembre          ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;Finite;2011_2021;Written;Fiction_prose
CORIS_116;                     quando ha tolto il velo per la prima volta in pubblico ? Ho sentito il vento tra i capelli . La prima esperienza Ã¨ questa : < gioire > dei capelli che , davvero , danzano . A 96 muore Licio Gelli . In Italia non ha mai fatto un giorno di carcere Scompare l ' ex        ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;NonFinite_Infinitive;2011_2021;Written;Press
CORIS_120;                         cantano ancora quando vanno a rendere omaggio alle spoglie del Caudillo . Anche di Lucio Battisti si Ã¨ sempre detto che < avesse simpatie > a destra . ChissÃ  se Ã¨ vero , ma in ogni caso negli anni dell ' ideologia , insomma i nostri deplorevoli Settanta , gli               ;simpatia;LVC;LVC_avere;avere simpatia;stative;Non_Modified;-;-;Finite;2011_2021;Written;Press
CORIS_132;"                       trascrizioni delle sue sedute . Vorrei solo capire perchÃ¨ e successo . "" John lesse nei suoi occhi un desiderio sincero . < ProvÃ² simpatia > per lui , improvvisamente , e decise di raccontargli qualcosa della povera signora Altman . Era troppo felice per fare                ";simpatia;LVC;LVC_provare;provare simpatia;stative;Non_Modified;-;-;Finite;1980_2000;Written;Fiction_prose
CORIS_157;"                   labbra . CosÃ¬ almeno Roberto faceva che Lilia pensasse di sÃ© . Ma ne provÃ² fastidio . Fastidio di lei che , vicina a morire , < si angosciava > per la propria bellezza , come spesso volevano i Romanzi ; fastidio di se stesso , che non sapeva guardare nel volto ,                ";angoscia;SV;SV_zero-derived;angosciare;stative;Non_Modified;-;-;Finite;1980_2000;Written;Fiction_prose
CORIS_175;                     era bene dar prova era la forza . PerciÃ² trattava Ikemefuna come tutti gli altri , con polso di ferro . Ma era indubbio che < aveva simpatia > per il ragazzo . A volte , quando andava ad un ' importante assemblea del villaggio o alle feste collettive per gli                   ;simpatia;LVC;LVC_avere;avere simpatia;stative;Non_Modified;-;-;Finite;1980_2000;Written;Fiction_prose
CORIS_18;                       tv , da oggi alla Camera , aggiunge un tocco di imprevisto a un panorama che l ' opposizione osserva , ormai , incerta se < gioire > o preoccuparsi . sabato , 7 febbraio , 2004 Sharon : i coloni di Gaza andranno in Cisgiordania INSEDIAMENTI GERUSALEMME               ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;NonFinite_Infinitive;2001_2010;Written;Press
CORIS_185;                         fulmineamente attraverso i Paesi Bassi e c ' era stata l ' esaltante disfatta dei francesi , della quale si poteva solo < gioire > . Tutte le terre del vecchio impero erano di nuovo sotto il dominio tedesco . Tutte le vergogne del passato erano state               ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;NonFinite_Infinitive;1980_2000;Written;Fiction_prose
